"name"|"offerID"
"Hill's Prescription Diet Canine r/d Weight Reduction"|"bibita_197"
"Hill's Prescription Diet Canine i/d Digestive Care"|"bibita_355"
"Hill's Prescription Diet Canine r/d Weight Reduction"|"bibita_360"
"Blue Buffalo Life Protection Puppy Chicken and Brown Rice Recipe Dry Dog Food"|"roguevalleypet_038"
"Royal Canin Golden Retriever Junior"|"bibita_274"
"Royal Canin Rottweiler Puppy Recipe Dry Dog Food"|"healthypetcenter_298"
"Royal Canin Rottweiler Puppy Recipe Dry Dog Food"|"petnutritioncenter_214"
"Taste Of The Wild Pacific Stream Smoked Salmon Puppy Dry Food"|"petsense_046"
"Blue Buffalo Wilderness Rocky Mountain Recipe Small Breed Red Meat Dry Dog Food"|"roguevalleypet_072"
"TASTE OF THE WILD SIERRA MOUNTAIN GRAIN FREE CANINE 2KG"|"mypetwarehouse_187"
"Taste of the Wild Sierra Mountain Adult"|"bibita_156"
"TASTE OF THE WILD SIERRA MOUNTAIN GRAIN FREE CANINE 13KG"|"mypetwarehouse_186"
"Taste of the Wild Sierra Mountain Adult"|"bibita_224"
"TASTE OF THE WILD PACIFIC STREAM GRAIN FREE PUPPY 6KG"|"mypetwarehouse_179"
"TASTE OF THE WILD SIERRA MOUNTAIN GRAIN FREE CANINE 6KG"|"mypetwarehouse_188"
"Taste of the Wild Grain Free Canine Wetlands 2kg Dry Dog Food"|"megapet_110"
"ROYAL CANIN MINI LIGHT WEIGHT CARE 2KG"|"mypetwarehouse_124"
"Royal Canin Mini Adult"|"miscota_296"
"TASTE OF THE WILD SOUTHWEST CANYON GRAIN FREE CANINE 13KG"|"mypetwarehouse_189"
"ROYAL CANIN DOG PUG DOG FOOD 3KG"|"mypetwarehouse_164"
"Royal Canin Pug Adult"|"bibita_136"
"Royal Canin Labrador Retriever Adult Dog 3kg Dry Dog Food"|"megapet_058"
"Taste of the Wild Grain Free Canine Pacific Stream 2kg Dry Dog Food"|"megapet_101"
"Taste of the Wild High Prairie Canine Adult"|"bibita_356"
"Taste Of The Wild Grain Free Appalachian Valley Small Breed Recipe Dry Dog Food"|"petsense_079"
"Blue Buffalo Life Protect Sm Breed Dog Food 6lb"|"dog_016"
"Natural Balance Limited Ingredient Diets High Protein Beef Dry Dog Food"|"roguevalleypet_092"
"Natural Balance Limited Ingredient Diets High Protein Beef Dry Dog Food"|"healthypetcenter_259"
"Natural Balance L.I.D. Limited Ingredients Diet Lamb Meal and Brown Rice Large Breed Bites Dry Dog Food"|"concordpetfoods_132"
"ROYAL CANIN POODLE 7.5 KG"|"mypetwarehouse_130"
"Taste Of The Wild Grain Free Pine Forest Recipe Dry Dog Food"|"healthypetcenter_304"
"Taste Of The Wild Sierra Mountain Dry Dog Food"|"horseandhound_145"
"Blue Buffalo Life Protection Adult Lamb and Brown Rice Recipe Dry Dog Food"|"healthypetcenter_100"
"Blue Buffalo Life Protection Small Breed Puppy Chicken and Oatmeal Recipe Dry Dog Food"|"healthypetcenter_117"
"Blue Buffalo Small Breed Senior Chicken & Brown Rice; 6 Lb."|"countrymax_043"
"Blue Buffalo Life Protection Small Breed Senior Chicken and Brown Rice Recipe Dry Dog Food"|"concordpetfoods_095"
"Blue Buffalo Life Protection Large Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food"|"roguevalleypet_034"
"Blue Buffalo Wilderness Grain Free Duck Recipe Dry Dog Food"|"healthypetcenter_152"
"Royal Canin Shih Tzu Puppy Dry Dog Food"|"roguevalleypet_164"
"Blue Buffalo Wilderness Grain Free Denali Dinner with Salmon; Venison and Halibut Dry Dog Food"|"concordpetfoods_076"
"Royal Canin Size Health Nutrition Indoor Life Small Breed Senior Dry Dog Food"|"horseandhound_091"
"Royal Canin Golden Retriever Puppy Dry Dog Food"|"horseandhound_089"
"Royal Canin Golden Retriever Puppy Dry Dog Food"|"petnutritioncenter_202"
"Royal Canin Bulldog Puppy Dry Dog Food"|"petnutritioncenter_192"
"Royal Canin Bulldog Puppy Dry Dog Food"|"roguevalleypet_116"
"Blue Buffalo Wilderness Duck Dog Food; 24 Lb."|"countrymax_052"
"Blue Buffalo Senior Chicken & Brown Rice Dog Food"|"countrymax_037"
"Blue Buffalo Wilderness Grain Free Salmon Recipe Dry Dog Food"|"healthypetcenter_158"
"Blue Buffalo Wilderness Salmon Dog Food"|"countrymax_055"
"Blue Buffalo BLUE Basics Grain Free Adult Duck and Potato Recipe Dry Dog Food"|"petsense_049"
"ROYAL CANIN MEDIUM DERMACOMFORT DOG FOOD 10KG"|"mypetwarehouse_107"
"Hill's Science Plan Adult 1-5 Advanced Fitness Large Breed with Chicken"|"bibita_111"
"Royal Canin Medium Adult Dog 7+ 15kg Dry Dog Food"|"megapet_070"
"TASTE OF THE WILD WETLANDS CANINE 374GX12"|"mypetwarehouse_193"
"Hill's Adult Advanced Fitness Medium Tuna and Rice"|"miscota_140"
"Royal Canin Beagle Adult Dry Dog Food"|"countrymax_092"
"Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food"|"concordpetfoods_093"
"Blue Buffalo Freedom Grain Free Chicken Recipe Puppy Dry Dog Food"|"concordpetfoods_088"
"Taste Of The Wild High Prairie Roasted Bison and Venison Puppy Dry Food"|"healthypetcenter_308"
"Blue Buffalo Puppy Lamb & Oatmeal Recipe; 6 Lb."|"countrymax_036"
"Blue Buffalo Large Breed Puppy Chicken & Brown Rice"|"countrymax_031"
"Blue Buffalo Wilderness Grain Free Large Breed Chicken Dry Dog Food"|"healthypetcenter_156"
"Blue Buffalo Life Protection Large Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food"|"healthypetcenter_106"
"Blue Buffalo Wilderness Rocky Mountain Recipe Small Breed Red Meat Dry Dog Food"|"healthypetcenter_180"
"Blue Buffalo Life Protection Formula Adult Toy Breed Chicken and Brown Rice Dry Dog Food"|"healthypetcenter_102"
"Blue Buffalo Wilderness Grain Free Large Breed Chicken Dry Dog Food"|"petnutritioncenter_141"
"Royal Canin West Highland Terrier Adult"|"miscota_268"
"Royal Canin Mini Junior"|"miscota_102"
"Royal Canin Medium Adult +7"|"miscota_339"
"TASTE OF THE WILD PACIFIC STREAM CANINE 374GX12"|"mypetwarehouse_173"
"TASTE OF THE WILD HIGH PRAIRIE GRAIN FREE CANINE 13KG"|"mypetwarehouse_166"
"Royal Canin Sensitivity Canine"|"miscota_335"
"Blue Buffalo Life Protection Small Breed Adult Chicken And Brown Rice Recipe Dry Dog Food"|"petnutritioncenter_119"
"Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food"|"petnutritioncenter_120"
"Blue Buffalo Wilderness Grain Free Small Breed  Chicken Dry Dog Food"|"petnutritioncenter_145"
"Blue Buffalo Freedom Grain Free Chicken Recipe Puppy Dry Dog Food"|"petsense_044"
"Blue Buffalo Wilderness Grain Free Duck Recipe Dry Dog Food"|"roguevalleypet_057"
"Blue Buffalo Wilderness Grain Free Small Breed  Chicken Dry Dog Food"|"roguevalleypet_063"
"Natural Balance L.I.D. Limited Ingredient Diets Potato and Duck Small Breed Bites Dry Dog Food"|"roguevalleypet_088"
"Blue Buffalo Life Protection Small Breed Adult Chicken And Brown Rice Recipe Dry Dog Food"|"roguevalleypet_041"
"Blue Buffalo Life Protection Puppy Lamb and Oatmeal Recipe Dry Dog Food"|"roguevalleypet_039"
"Blue Buffalo Wilderness Grain Free Large Breed Chicken Dry Dog Food"|"roguevalleypet_060"
"Blue Buffalo Wilderness Grain Free Chicken Recipe Dry Dog Food"|"roguevalleypet_055"
"Taste Of The Wild Wetlands Dry Dog Food"|"roguevalleypet_180"
"Blue Buffalo Wilderness REDMEAT SB 4LB"|"speckspets_048"
"Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food"|"healthypetcenter_114"
"Royal Canin Size Health Nutrition Indoor Life Small Breed Senior Dry Dog Food"|"healthypetcenter_292"
"Taste Of The Wild Grain Free Appalachian Valley Small Breed Recipe Dry Dog Food"|"healthypetcenter_303"
"Taste Of The Wild Pacific Stream Smoked Salmon Puppy Dry Food"|"horseandhound_144"
"Taste Of The Wild High Prairie Roasted Bison and Venison Puppy Dry Food"|"horseandhound_142"
"Blue Buffalo Wilderness Turkey and Chicken Grill Canned Dog Food"|"petnutritioncenter_165"
"Hills Science Plan Canine Advanced Fitness Adult Tuna & Rice 12kg"|"cheshirepetsupplies_011"
"Taste of the Wild Wetlands Canine Adult"|"bibita_226"
|"ROYAL CANIN MINI ADULT DOG FOOD 8KG"
"Royal Canin Mini Adult"|"bibita_220"
"Taste of the Wild Southwest Canyon Adult"|"bibita_151"
"Royal Canin Beagle Adult"|"miscota_116"
"Royal Canin Labrador Retriever Adult Dog 12kg Dry Dog Food"|"megapet_057"
"Royal Canin Labrador Retriever Adult"|"bibita_028"
"Taste of the Wild Pacific Stream Canine Formula with Smoked Salmon"|"miscota_327"
"Taste of the Wild Pacific Stream Canine Adult"|"bibita_145"
"Blue Buffalo Large Breed Senior Chicken & Brown Rice Dog Food; 15 Lb."|"countrymax_032"
"TASTE OF THE WILD APPALACHIAN VALLEY GRAIN FREE SMALL BREED VENISON 2KG"|"mypetwarehouse_165"
"Royal Canin Mini Junior"|"miscota_104"
"Royal Canin German Shepherd Junior"|"bibita_272"
"Taste of the Wild Grain Free Canine Pine Forest 2kg Dry Dog Food"|"megapet_103"
"Taste of the Wild Pine Forest Adult"|"bibita_103"
"Royal Canin Labrador Retriever Junior"|"bibita_269"
"Royal Canin Mini Dermacomfort"|"miscota_149"
"Royal Canin Mini Dermacomfort"|"bibita_199"
"ROYAL CANIN MEDIUM JUNIOR 4 KG"|"mypetwarehouse_111"
"Blue Buffalo Wilderness Grain Free Duck Recipe Dry Dog Food"|"concordpetfoods_002"
"Royal Canin Mini Sterilised"|"bibita_084"
"Royal Canin Pug Junior"|"bibita_163"
"Royal Canin Mini Sterilised"|"bibita_324"
"Royal Canin Mini Dermacomfort"|"bibita_364"
"Blue Buffalo Life Protection Large Breed Senior Chicken and Brown Rice Recipe Dry Dog Food"|"roguevalleypet_037"
